crop_code,crop_name,crop_name_en,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code,Note / Variety Name
7956,ΣΙΤΟΣ ΣΚΛΗΡΟΣ QUADRATO,DURUM WHEAT QUADRATO,DURUM WHEAT QUADRATO,durum_hard_wheat,3301010200,0,EL,
7957,ΣΙΤΟΣ ΣΚΛΗΡΟΣ RADIOSO,DURUM WHEAT RADIOSO,DURUM WHEAT RADIOSO,durum_hard_wheat,3301010200,0,EL,
7959,ΣΙΤΟΣ ΣΚΛΗΡΟΣ RUSTICANO,DURUM WHEAT RUSTICANO,DURUM WHEAT RUSTICANO,durum_hard_wheat,3301010200,0,EL,
7960,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SAN CARLO,DURUM WHEAT SAN CARLO,DURUM WHEAT SAN CARLO,durum_hard_wheat,3301010200,0,EL,
7961,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SEMOLON,DURUM WHEAT SEMOLON,DURUM WHEAT SEMOLON,durum_hard_wheat,3301010200,0,EL,
7964,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SIMETO,DURUM WHEAT SIMETO,DURUM WHEAT SIMETO,durum_hard_wheat,3301010200,0,EL,
7965,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SOLEX,DURUM WHEAT SOLEX,DURUM WHEAT SOLEX,durum_hard_wheat,3301010200,0,EL,
7966,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SORRENTO,DURUM WHEAT SORRENTO,DURUM WHEAT SORRENTO,durum_hard_wheat,3301010200,0,EL,
7967,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SORRISO,DURUM WHEAT SORRISO,DURUM WHEAT SORRISO,durum_hard_wheat,3301010200,0,EL,
7968,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SVEVO,DURUM WHEAT SVEVO,DURUM WHEAT SVEVO,durum_hard_wheat,3301010200,0,EL,
7970,ΣΙΤΟΣ ΣΚΛΗΡΟΣ TIZIANA,DURUM WHEAT TIZIANA,DURUM WHEAT TIZIANA,durum_hard_wheat,3301010200,0,EL,
7971,ΣΙΤΟΣ ΣΚΛΗΡΟΣ TORREBIANCA,DURUM WHEAT TORREBIANCA,DURUM WHEAT TORREBIANCA,durum_hard_wheat,3301010200,0,EL,
7972,ΣΙΤΟΣ ΣΚΛΗΡΟΣ TRESOR,DURUM WHEAT TRESOR,DURUM WHEAT TRESOR,durum_hard_wheat,3301010200,0,EL,
7974,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VALBELICE,DURUM WHEAT VALBELICE,DURUM WHEAT VALBELICE,durum_hard_wheat,3301010200,0,EL,
7977,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VALSALSO,DURUM WHEAT VALSALSO,DURUM WHEAT VALSALSO,durum_hard_wheat,3301010200,0,EL,
7978,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VARANO,DURUM WHEAT VARANO,DURUM WHEAT VARANO,durum_hard_wheat,3301010200,0,EL,
7979,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VENDETTA,DURUM WHEAT VENDETTA,DURUM WHEAT VENDETTA,durum_hard_wheat,3301010200,0,EL,
7980,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VENTO,DURUM WHEAT VENTO,DURUM WHEAT VENTO,durum_hard_wheat,3301010200,0,EL,
7985,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VETTORE,DURUM WHEAT VETTORE,DURUM WHEAT VETTORE,durum_hard_wheat,3301010200,0,EL,
7986,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VINCI,DURUM WHEAT VINCI,DURUM WHEAT VINCI,durum_hard_wheat,3301010200,0,EL,
7988,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VITRICO,DURUM WHEAT VITRICO,DURUM WHEAT VITRICO,durum_hard_wheat,3301010200,0,EL,
7990,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VITRON,DURUM WHEAT VITRON,DURUM WHEAT VITRON,durum_hard_wheat,3301010200,0,EL,
9002,ΣΙΤΟΣ ΣΚΛΗΡΟΣ BIENSUR,DURUM WHEAT BIENSUR,DURUM WHEAT BIENSUR,durum_hard_wheat,3301010200,0,EL,
9011,ΣΙΤΟΣ ΣΚΛΗΡΟΣ KARUR,DURUM WHEAT KARUR,DURUM WHEAT KARUR,durum_hard_wheat,3301010200,0,EL,
9012,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LEMUR,DURUM WHEAT LEMUR,DURUM WHEAT LEMUR,durum_hard_wheat,3301010200,0,EL,
9017,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ORLU,DURUM WHEAT ORLU,DURUM WHEAT ORLU,durum_hard_wheat,3301010200,0,EL,
9022,ΣΙΤΟΣ ΣΚΛΗΡΟΣ VIVADUR,DURUM WHEAT VIVADUR,DURUM WHEAT VIVADUR,durum_hard_wheat,3301010200,0,EL,
9023,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ALACON,DURUM WHEAT ALACON,DURUM WHEAT ALACON,durum_hard_wheat,3301010200,0,EL,
9027,ΣΙΤΟΣ ΣΚΛΗΡΟΣ AMILCAR,DURUM WHEAT AMILCAR,DURUM WHEAT AMILCAR,durum_hard_wheat,3301010200,0,EL,
9040,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ATTILA,DURUM WHEAT ATTILA,DURUM WHEAT ATTILA,durum_hard_wheat,3301010200,0,EL,
9041,ΣΙΤΟΣ ΣΚΛΗΡΟΣ AVERROES,DURUM WHEAT AVERROES,DURUM WHEAT AVERROES,durum_hard_wheat,3301010200,0,EL,
9050,ΣΙΤΟΣ ΣΚΛΗΡΟΣ BURGOS,DURUM WHEAT BURGOS,DURUM WHEAT BURGOS,durum_hard_wheat,3301010200,0,EL,
9053,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CARPIO,DURUM WHEAT CARPIO,DURUM WHEAT CARPIO,durum_hard_wheat,3301010200,0,EL,
9066,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON JOSE,DURUM WHEAT DON JOSE,DURUM WHEAT DON JOSE,durum_hard_wheat,3301010200,0,EL,
9068,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON PEDRO,DURUM WHEAT DON PEDRO,DURUM WHEAT DON PEDRO,durum_hard_wheat,3301010200,0,EL,
9070,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON SEBASTIAN,DURUM WHEAT DON SEBASTIAN,DURUM WHEAT DON SEBASTIAN,durum_hard_wheat,3301010200,0,EL,
9071,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DORONDON,DURUM WHEAT DORONDON,DURUM WHEAT DORONDON,durum_hard_wheat,3301010200,0,EL,
9073,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURCAL,DURUM WHEAT DURCAL,DURUM WHEAT DURCAL,durum_hard_wheat,3301010200,0,EL,
9074,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DUROI,DURUM WHEAT DUROI,DURUM WHEAT DUROI,durum_hard_wheat,3301010200,0,EL,
9075,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURTRES,DURUM WHEAT DURTRES,DURUM WHEAT DURTRES,durum_hard_wheat,3301010200,0,EL,
9081,ΣΙΤΟΣ ΣΚΛΗΡΟΣ GALLARETA,DURUM WHEAT GALLARETA,DURUM WHEAT GALLARETA,durum_hard_wheat,3301010200,0,EL,
9105,ΣΙΤΟΣ ΣΚΛΗΡΟΣ NUNO (ΣΥΝΩΝΥΜΟ YAVAROS C 79),DURUM WHEAT NUNO (SYNONYM YAVA),DURUM WHEAT NUNO (SYNONYM YAVA),durum_hard_wheat,3301010200,0,EL,
9108,ΣΙΤΟΣ ΣΚΛΗΡΟΣ PEDROSO,DURUM WHEAT PEDROSO,DURUM WHEAT PEDROSO,durum_hard_wheat,3301010200,0,EL,
9113,ΣΙΤΟΣ ΣΚΛΗΡΟΣ REGALLO,DURUM WHEAT REGALLO,DURUM WHEAT REGALLO,durum_hard_wheat,3301010200,0,EL,
9114,ΣΙΤΟΣ ΣΚΛΗΡΟΣ RIO ZUJAR,DURUM WHEAT RIO ZUJAR,DURUM WHEAT RIO ZUJAR,durum_hard_wheat,3301010200,0,EL,
9115,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ROQUENO,DURUM WHEAT ROQUENO,DURUM WHEAT ROQUENO,durum_hard_wheat,3301010200,0,EL,
9131,ΣΙΤΟΣ ΣΚΛΗΡΟΣ GRECALE,DURUM WHEAT GRECALE,DURUM WHEAT GRECALE,durum_hard_wheat,3301010200,0,EL,
9141,ΣΙΤΟΣ ΣΚΛΗΡΟΣ FLORADUR,DURUM WHEAT FLORADUR,DURUM WHEAT FLORADUR,durum_hard_wheat,3301010200,0,EL,
9143,ΣΙΤΟΣ ΣΚΛΗΡΟΣ NEOLATINO,DURUM WHEAT NEOLATINO,DURUM WHEAT NEOLATINO,durum_hard_wheat,3301010200,0,EL,
9144,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ROSADUR,DURUM WHEAT ROSADUR,DURUM WHEAT ROSADUR,durum_hard_wheat,3301010200,0,EL,
9145,ΣΙΤΟΣ ΣΚΛΗΡΟΣ SARAGOLLA,DURUM WHEAT SARAGOLLA,DURUM WHEAT SARAGOLLA,durum_hard_wheat,3301010200,0,EL,
9148,ΣΙΤΟΣ ΣΚΛΗΡΟΣ MAESTRALE,DURUM WHEAT MAESTRALE,DURUM WHEAT MAESTRALE,durum_hard_wheat,3301010200,0,EL,
9149,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CHRYSSODUR,DURUM WHEAT CHRYSSODUR,DURUM WHEAT CHRYSSODUR,durum_hard_wheat,3301010200,0,EL,
9151,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CATERVO,DURUM WHEAT CATERVO,DURUM WHEAT CATERVO,durum_hard_wheat,3301010200,0,EL,
9193,ΣΙΤΟΣ ΣΚΛΗΡΟΣ KANAKIS,DURUM WHEAT KANAKIS,DURUM WHEAT KANAKIS,durum_hard_wheat,3301010200,0,EL,
9194,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ACHILLE,DURUM WHEAT ACHILLE,DURUM WHEAT ACHILLE,durum_hard_wheat,3301010200,0,EL,
9418,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CINCINNATO,DURUM WHEAT CINCINNATO,DURUM WHEAT CINCINNATO,durum_hard_wheat,3301010200,0,EL,
10200,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ETTORE,DURUM WHEAT ETTORE,DURUM WHEAT ETTORE,durum_hard_wheat,3301010200,0,EL,
10201,ΣΙΤΟΣ ΣΚΛΗΡΟΣ MARAKAS,DURUM WHEAT MARAKAS,DURUM WHEAT MARAKAS,durum_hard_wheat,3301010200,0,EL,
10202,ΣΙΤΟΣ ΣΚΛΗΡΟΣ OURANIA,DURUM WHEAT OURANIA,DURUM WHEAT OURANIA,durum_hard_wheat,3301010200,0,EL,
10203,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CUSPIDE,DURUM WHEAT CUSPIDE,DURUM WHEAT CUSPIDE,durum_hard_wheat,3301010200,0,EL,
10240,ΣΙΤΟΣ ΣΚΛΗΡΟΣ OVIDIO,DURUM WHEAT OVIDIO,DURUM WHEAT OVIDIO,durum_hard_wheat,3301010200,0,EL,
10242,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LATINUR,DURUM WHEAT LATINUR,DURUM WHEAT LATINUR,durum_hard_wheat,3301010200,0,EL,
10305,ΣΙΤΟΣ ΣΚΛΗΡΟΣ EMILIO LEPIDO,DURUM WHEAT EMILIO LEPIDO,DURUM WHEAT EMILIO LEPIDO,durum_hard_wheat,3301010200,0,EL,
10306,ΣΙΤΟΣ ΣΚΛΗΡΟΣ OBELIX,DURUM WHEAT OBELIX,DURUM WHEAT OBELIX,durum_hard_wheat,3301010200,0,EL,
10307,ΣΙΤΟΣ ΣΚΛΗΡΟΣ GIBRALTAR,DURUM WHEAT GIBRALTAR,DURUM WHEAT GIBRALTAR,durum_hard_wheat,3301010200,0,EL,
10308,ΣΙΤΟΣ ΣΚΛΗΡΟΣ FABULIS,DURUM WHEAT FABULIS,DURUM WHEAT FABULIS,durum_hard_wheat,3301010200,0,EL,
10309,ΣΙΤΟΣ ΣΚΛΗΡΟΣ BONIDURO,DURUM WHEAT BONIDURO,DURUM WHEAT BONIDURO,durum_hard_wheat,3301010200,0,EL,
10310,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ALEMANNO,DURUM WHEAT ALEMANNO,DURUM WHEAT ALEMANNO,durum_hard_wheat,3301010200,0,EL,
10311,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CALO,DURUM WHEAT CALO,DURUM WHEAT CALO,durum_hard_wheat,3301010200,0,EL,
10312,ΣΙΤΟΣ ΣΚΛΗΡΟΣ APALOOSA,DURUM WHEAT APALOOSA,DURUM WHEAT APALOOSA,durum_hard_wheat,3301010200,0,EL,
10313,ΣΙΤΟΣ ΣΚΛΗΡΟΣ MARIO,DURUM WHEAT MARIO,DURUM WHEAT MARIO,durum_hard_wheat,3301010200,0,EL,
10314,ΣΙΤΟΣ ΣΚΛΗΡΟΣ FURIO CAMILLO,DURUM WHEAT FURIO CAMILLO,DURUM WHEAT FURIO CAMILLO,durum_hard_wheat,3301010200,0,EL,
10315,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ATHORIS,DURUM WHEAT ATHORIS,DURUM WHEAT ATHORIS,durum_hard_wheat,3301010200,0,EL,
10316,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ATOUDUR,DURUM WHEAT ATOUDUR,DURUM WHEAT ATOUDUR,durum_hard_wheat,3301010200,0,EL,
10318,ΣΙΤΟΣ ΣΚΛΗΡΟΣ AUGUSTO,DURUM WHEAT AUGUSTO,DURUM WHEAT AUGUSTO,durum_hard_wheat,3301010200,0,EL,
10319,ΣΙΤΟΣ ΣΚΛΗΡΟΣ AURADUR,DURUM WHEAT AURADUR,DURUM WHEAT AURADUR,durum_hard_wheat,3301010200,0,EL,
10320,ΣΙΤΟΣ ΣΚΛΗΡΟΣ AUREO,DURUM WHEAT AUREO,DURUM WHEAT AUREO,durum_hard_wheat,3301010200,0,EL,
10324,ΣΙΤΟΣ ΣΚΛΗΡΟΣ BABYLONE,DURUM WHEAT BABYLONE,DURUM WHEAT BABYLONE,durum_hard_wheat,3301010200,0,EL,
10325,ΣΙΤΟΣ ΣΚΛΗΡΟΣ BALSAMO,DURUM WHEAT BALSAMO,DURUM WHEAT BALSAMO,durum_hard_wheat,3301010200,0,EL,
10329,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CALERO,DURUM WHEAT CALERO,DURUM WHEAT CALERO,durum_hard_wheat,3301010200,0,EL,
10330,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CAMPODORO,DURUM WHEAT CAMPODORO,DURUM WHEAT CAMPODORO,durum_hard_wheat,3301010200,0,EL,
10331,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CANCILLER,DURUM WHEAT CANCILLER,DURUM WHEAT CANCILLER,durum_hard_wheat,3301010200,0,EL,
10332,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CANTICO,DURUM WHEAT CANTICO,DURUM WHEAT CANTICO,durum_hard_wheat,3301010200,0,EL,
10333,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CASTELDOUX,DURUM WHEAT CASTELDOUX,DURUM WHEAT CASTELDOUX,durum_hard_wheat,3301010200,0,EL,
10334,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CASTELPORZIANO,DURUM WHEAT CASTELPORZIANO,DURUM WHEAT CASTELPORZIANO,durum_hard_wheat,3301010200,0,EL,
10335,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CASTRO,DURUM WHEAT CASTRO,DURUM WHEAT CASTRO,durum_hard_wheat,3301010200,0,EL,
10336,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CATASTA,DURUM WHEAT CATASTA,DURUM WHEAT CATASTA,durum_hard_wheat,3301010200,0,EL,
10337,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CELTA,DURUM WHEAT CELTA,DURUM WHEAT CELTA,durum_hard_wheat,3301010200,0,EL,
10338,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CESARE,DURUM WHEAT CESARE,DURUM WHEAT CESARE,durum_hard_wheat,3301010200,0,EL,
10339,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CHIARA,DURUM WHEAT CHIARA,DURUM WHEAT CHIARA,durum_hard_wheat,3301010200,0,EL,
10340,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CHISTERA,DURUM WHEAT CHISTERA,DURUM WHEAT CHISTERA,durum_hard_wheat,3301010200,0,EL,
10341,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CLETO,DURUM WHEAT CLETO,DURUM WHEAT CLETO,durum_hard_wheat,3301010200,0,EL,
10342,ΣΙΤΟΣ ΣΚΛΗΡΟΣ COLLIODUR,DURUM WHEAT COLLIODUR,DURUM WHEAT COLLIODUR,durum_hard_wheat,3301010200,0,EL,
10343,ΣΙΤΟΣ ΣΚΛΗΡΟΣ COFFA,DURUM WHEAT COFFA,DURUM WHEAT COFFA,durum_hard_wheat,3301010200,0,EL,
10344,ΣΙΤΟΣ ΣΚΛΗΡΟΣ COLARCO,DURUM WHEAT COLARCO,DURUM WHEAT COLARCO,durum_hard_wheat,3301010200,0,EL,
10345,ΣΙΤΟΣ ΣΚΛΗΡΟΣ COLENO,DURUM WHEAT COLENO,DURUM WHEAT COLENO,durum_hard_wheat,3301010200,0,EL,
10346,ΣΙΤΟΣ ΣΚΛΗΡΟΣ COLOMBO,DURUM WHEAT COLOMBO,DURUM WHEAT COLOMBO,durum_hard_wheat,3301010200,0,EL,
10348,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CORALLO,DURUM WHEAT CORALLO,DURUM WHEAT CORALLO,durum_hard_wheat,3301010200,0,EL,
10351,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CREDIT,DURUM WHEAT CREDIT,DURUM WHEAT CREDIT,durum_hard_wheat,3301010200,0,EL,
10352,ΣΙΤΟΣ ΣΚΛΗΡΟΣ CRIVU,DURUM WHEAT CRIVU,DURUM WHEAT CRIVU,durum_hard_wheat,3301010200,0,EL,
10355,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DAKTER,DURUM WHEAT DAKTER,DURUM WHEAT DAKTER,durum_hard_wheat,3301010200,0,EL,
10356,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DARIO,DURUM WHEAT DARIO,DURUM WHEAT DARIO,durum_hard_wheat,3301010200,0,EL,
10357,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DAURUR,DURUM WHEAT DAURUR,DURUM WHEAT DAURUR,durum_hard_wheat,3301010200,0,EL,
10358,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DELTANIS,DURUM WHEAT DELTANIS,DURUM WHEAT DELTANIS,durum_hard_wheat,3301010200,0,EL,
10359,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DENITSA,DURUM WHEAT DENITSA,DURUM WHEAT DENITSA,durum_hard_wheat,3301010200,0,EL,
10361,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DIAMANTE,DURUM WHEAT DIAMANTE,DURUM WHEAT DIAMANTE,durum_hard_wheat,3301010200,0,EL,
10363,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DIMOKRITOS,DURUM WHEAT DIMOKRITOS,DURUM WHEAT DIMOKRITOS,durum_hard_wheat,3301010200,0,EL,
10364,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON ISIDORO,DURUM WHEAT DON ISIDORO,DURUM WHEAT DON ISIDORO,durum_hard_wheat,3301010200,0,EL,
10365,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON JAIME,DURUM WHEAT DON JAIME,DURUM WHEAT DON JAIME,durum_hard_wheat,3301010200,0,EL,
10367,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON MATTEO,DURUM WHEAT DON MATTEO,DURUM WHEAT DON MATTEO,durum_hard_wheat,3301010200,0,EL,
10368,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON NORMAN,DURUM WHEAT DON NORMAN,DURUM WHEAT DON NORMAN,durum_hard_wheat,3301010200,0,EL,
10369,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON ORO,DURUM WHEAT DON ORO,DURUM WHEAT DON ORO,durum_hard_wheat,3301010200,0,EL,
10370,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON RICARDO,DURUM WHEAT DON RICARDO,DURUM WHEAT DON RICARDO,durum_hard_wheat,3301010200,0,EL,
10371,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DON VALENTIN,DURUM WHEAT DON VALENTIN,DURUM WHEAT DON VALENTIN,durum_hard_wheat,3301010200,0,EL,
10372,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DORIDUR,DURUM WHEAT DORIDUR,DURUM WHEAT DORIDUR,durum_hard_wheat,3301010200,0,EL,
10373,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DUCADOS,DURUM WHEAT DUCADOS,DURUM WHEAT DUCADOS,durum_hard_wheat,3301010200,0,EL,
10376,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURAMANT,DURUM WHEAT DURAMANT,DURUM WHEAT DURAMANT,durum_hard_wheat,3301010200,0,EL,
10377,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURAMONTE,DURUM WHEAT DURAMONTE,DURUM WHEAT DURAMONTE,durum_hard_wheat,3301010200,0,EL,
10378,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURASOL,DURUM WHEAT DURASOL,DURUM WHEAT DURASOL,durum_hard_wheat,3301010200,0,EL,
10379,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURASUR,DURUM WHEAT DURASUR,DURUM WHEAT DURASUR,durum_hard_wheat,3301010200,0,EL,
10382,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DUROFLAVUS,DURUM WHEAT DUROFLAVUS,DURUM WHEAT DUROFLAVUS,durum_hard_wheat,3301010200,0,EL,
10383,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DUROFOX,DURUM WHEAT DUROFOX,DURUM WHEAT DUROFOX,durum_hard_wheat,3301010200,0,EL,
10384,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DUROMAX,DURUM WHEAT DUROMAX,DURUM WHEAT DUROMAX,durum_hard_wheat,3301010200,0,EL,
10385,ΣΙΤΟΣ ΣΚΛΗΡΟΣ DURONESSE,DURUM WHEAT DURONESSE,DURUM WHEAT DURONESSE,durum_hard_wheat,3301010200,0,EL,
10386,ΣΙΤΟΣ ΣΚΛΗΡΟΣ EGEO,DURUM WHEAT EGEO,DURUM WHEAT EGEO,durum_hard_wheat,3301010200,0,EL,
10387,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ELSADUR,DURUM WHEAT ELSADUR,DURUM WHEAT ELSADUR,durum_hard_wheat,3301010200,0,EL,
10389,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ERMOCOLLE,DURUM WHEAT ERMOCOLLE,DURUM WHEAT ERMOCOLLE,durum_hard_wheat,3301010200,0,EL,
10391,ΣΙΤΟΣ ΣΚΛΗΡΟΣ EURODURO,DURUM WHEAT EURODURO,DURUM WHEAT EURODURO,durum_hard_wheat,3301010200,0,EL,
10392,ΣΙΤΟΣ ΣΚΛΗΡΟΣ FARAH,DURUM WHEAT FARAH,DURUM WHEAT FARAH,durum_hard_wheat,3301010200,0,EL,
10393,ΣΙΤΟΣ ΣΚΛΗΡΟΣ FORMIDOU,DURUM WHEAT FORMIDOU,DURUM WHEAT FORMIDOU,durum_hard_wheat,3301010200,0,EL,
10395,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ACADUR,DURUM WHEAT ACADUR,DURUM WHEAT ACADUR,durum_hard_wheat,3301010200,0,EL,
10396,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ACERES,DURUM WHEAT ACERES,DURUM WHEAT ACERES,durum_hard_wheat,3301010200,0,EL,
10398,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ADONE,DURUM WHEAT ADONE,DURUM WHEAT ADONE,durum_hard_wheat,3301010200,0,EL,
10399,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ALEXIS,DURUM WHEAT ALEXIS,DURUM WHEAT ALEXIS,durum_hard_wheat,3301010200,0,EL,
10401,ΣΙΤΟΣ ΣΚΛΗΡΟΣ AMEDEO,DURUM WHEAT AMEDEO,DURUM WHEAT AMEDEO,durum_hard_wheat,3301010200,0,EL,
10403,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ANCALEI,DURUM WHEAT ANCALEI,DURUM WHEAT ANCALEI,durum_hard_wheat,3301010200,0,EL,
10404,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ANTALIS,DURUM WHEAT ANTALIS,DURUM WHEAT ANTALIS,durum_hard_wheat,3301010200,0,EL,
10407,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ANVERGUR,DURUM WHEAT ANVERGUR,DURUM WHEAT ANVERGUR,durum_hard_wheat,3301010200,0,EL,
10408,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ARIOSTO,DURUM WHEAT ARIOSTO,DURUM WHEAT ARIOSTO,durum_hard_wheat,3301010200,0,EL,
10410,ΣΙΤΟΣ ΣΚΛΗΡΟΣ IS SPIRADUR,DURUM WHEAT IS SPIRADUR,DURUM WHEAT IS SPIRADUR,durum_hard_wheat,3301010200,0,EL,
10412,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ISOLA,DURUM WHEAT ISOLA,DURUM WHEAT ISOLA,durum_hard_wheat,3301010200,0,EL,
10413,ΣΙΤΟΣ ΣΚΛΗΡΟΣ ISTRODUR,DURUM WHEAT ISTRODUR,DURUM WHEAT ISTRODUR,durum_hard_wheat,3301010200,0,EL,
10415,ΣΙΤΟΣ ΣΚΛΗΡΟΣ KENOBI,DURUM WHEAT KENOBI,DURUM WHEAT KENOBI,durum_hard_wheat,3301010200,0,EL,
10416,ΣΙΤΟΣ ΣΚΛΗΡΟΣ KIKO NICK,DURUM WHEAT KIKO NICK,DURUM WHEAT KIKO NICK,durum_hard_wheat,3301010200,0,EL,
10418,ΣΙΤΟΣ ΣΚΛΗΡΟΣ K26,DURUM WHEAT K26,DURUM WHEAT K26,durum_hard_wheat,3301010200,0,EL,
10419,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LANCIA,DURUM WHEAT LANCIA,DURUM WHEAT LANCIA,durum_hard_wheat,3301010200,0,EL,
10420,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LEARCO,DURUM WHEAT LEARCO,DURUM WHEAT LEARCO,durum_hard_wheat,3301010200,0,EL,
10421,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LECITUR,DURUM WHEAT LECITUR,DURUM WHEAT LECITUR,durum_hard_wheat,3301010200,0,EL,
10422,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LEMARES,DURUM WHEAT LEMARES,DURUM WHEAT LEMARES,durum_hard_wheat,3301010200,0,EL,
10423,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LG ANUBIS,DURUM WHEAT LG ANUBIS,DURUM WHEAT LG ANUBIS,durum_hard_wheat,3301010200,0,EL,
10424,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LG BORIS,DURUM WHEAT LG BORIS,DURUM WHEAT LG BORIS,durum_hard_wheat,3301010200,0,EL,
10425,ΣΙΤΟΣ ΣΚΛΗΡΟΣ LIBERDUR,DURUM WHEAT LIBERDUR,DURUM WHEAT LIBERDUR,durum_hard_wheat,3301010200,0,EL,
