crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
,"Vruchtbomen, overig, pot- en containerveld,",Fruit trees other pot and container field,orchards_fruits,3303010000,10,NL
1078,"Vruchtbomen, onderstammen, open grond",Fruit trees rootstocks open ground,orchards_fruits,3303010000,10,NL
,"Vruchtbomen, onderstammen, open grond,",Fruit trees rootstocks open ground,orchards_fruits,3303010000,10,NL
1092,"Vruchtbomen, onderstammen, pot- en containerveld",Fruit trees rootstocks pot and container fields,orchards_fruits,3303010000,10,NL
,"Vruchtbomen, onderstammen, pot- en containerveld,",Fruit trees rootstocks pot and container fields,orchards_fruits,3303010000,10,NL
6808,Tuunwallen,Garden walls,stone_walls,3310600000,0,NL
1021,Knoflook,Garlic,garlic,3301220200,0,NL
968,"Gladiool, droogbloemen",Gladiolus dried flowers,gladiolus_gladioli,3301082100,0,NL
998,"Gladiool, bloembollen en - knollen",Gladiolus flower bulbs and tubers,gladiolus_gladioli,3301082100,0,NL
967,"Gladiool, overige bloemkwekerijgewassen",Gladiolus other flower nursery crops,gladiolus_gladioli,3301082100,0,NL
6792,Zeekraal,Glasswort,salads_lettuce_leaf_vegetables,3301310000,0,NL
6793,Graften,Grafts,not_known_and_other,3399000000,0,NL
658,Graansorgho,grain sorghum,millet_sorghum,3301010900,0,NL
1015,"Blauw druifje, bloembollen en -knollen",Grape hyacinth flower bulbs and tubers,flowers_ornamental_plants,3301080000,0,NL
1013,"Blauw druifje, overige bloemkwekerijgewassen",Grape hyacinth other flower nursery crops,flowers_ornamental_plants,3301080000,0,NL
383,Graszaad,grass seed,temporary_grass,3301090100,0,NL
2653,Graszaad (inclusief klaverzaad),Grass seed (including clover seed),temporary_grass,3301090100,0,NL
2030,"Graszaad, Engels raai 1e jaar","Grass seed, English ryegrass 1st year",lolium_ryegrass,3301090205,0,NL
1920,"Graszaad, Italiaans","Grass Seed, Italian ryegrass",lolium_ryegrass,3301090205,0,NL
1916,"Graszaad, veldbeemd","Grass seed, kentucky bluegrass ",poaceae_grasses,3301090200,0,NL
1914,"Graszaad, overig","Grass seed, other",poaceae_grasses,3301090200,0,NL
2031,"Graszaad, Engels raai overjarig","Grass seed, perennial ryegrass perennial",lolium_ryegrass,3301090205,0,NL
1917,"Graszaad, roodzwenkgras, 1e jaar","Grass seed, red fescue, 1st year",festuca_fescue,3301090202,0,NL
1918,"Graszaad, roodzwenkgras, overjarig","Grass seed, red fescue, perennial",festuca_fescue,3301090202,0,NL
1915,"Graszaad, rietzwenkgras","Grass seed, tall fescue",festuca_fescue,3301090202,0,NL
1919,"Graszaad, westerwolds","Grass seed, westerwolds ryegrass",lolium_ryegrass,3301090205,0,NL
1921,Graszoden,Grass turf,sod_turf,3301090207,0,NL
,"Grasland, natuurlijk. Hoofdfunctie landbouw.",Grassland natural. Main function agriculture.,pasture_meadow_grassland_grass,3302000000,0,NL
331,"Grasland, natuurlijk. Met landbouwactiviteiten.",Grassland natural. With agricultural activities.,pasture_meadow_grassland_grass,3302000000,0,NL
332,"Grasland, natuurlijk. Hoofdfunctie natuur.",Grassland of course. Main function nature.,pasture_meadow_grassland_grass,3302000000,0,NL
265,"Grasland, blijvend",Grassland permanent,pasture_meadow_grassland_grass,3302000000,0,NL
266,"Grasland, tijdelijk",Grassland temporary,temporary_grass,3301090100,0,NL
331,"Grasland, natuurlijk. Met landbouwactiviteiten. ","Grassland, natural. With agricultural activities.",pasture_meadow_grassland_grass,3302000000,0,NL
3718,"Grasland, natuurlijk","Grassland, of course",pasture_meadow_grassland_grass,3302000000,0,NL
336,"Grasland, natuurlijk. Areaal dat overwegend voor *","Grassland, of course. Area that is mainly for *",pasture_meadow_grassland_grass,3302000000,0,NL
265,"Grasland, blijvend ","Grassland, permanent",pasture_meadow_grassland_grass,3302000000,0,NL
266,"Grasland, tijdelijk ","Grassland, temporary",temporary_grass,3301090100,0,NL
6794,"Groene braak, spontane opkomst","Green fallow, spontaneous emergence",fallow_land_not_crop,3301110000,0,NL
2298,"Groenbemesters, vlinderbloemige","Green manures, leguminous plants",legumes_harvested_green,3301090300,0,NL
2299,"Groenbemesters, niet-vlinderbloemige","Green manures, non-leguminous",plants_harvested_green,3301090000,0,NL
1697,Hazelnoten,hazelnuts,hazelnuts_hazel,3303030200,0,NL
3719,Heide,heath,not_known_and_other,3399000000,0,NL
2304,"Heide, begraasd","heath, grazed",pasture_meadow_grassland_grass,3302000000,0,NL
944,"Hennep, vezel-",hemp,hemp_cannabis,3301061000,0,NL
2743,"Kruiden, productie",Herbs production,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,NL
2744,"Kruiden, zaden en opkweekmateriaal",Herbs seeds and propagation material,aromatic_medicinal_culinary_plants_spices_herbs,3301061200,0,NL
2628,Hoogstamboomgaard,High-stem orchard,orchards_fruits,3303010000,0,NL
657,Drachtplanten,Honey plants,flowers_ornamental_plants,3301080000,0,NL
375,Hop,Hop,hops,3301060200,0,NL
172,Tuinbouwzaden,Horticultural Seeds,arable_land_seed_seedlings,3301100000,0,NL
971,"Hyacint, droogbloemen",Hyacinth dried flowers,flowers_ornamental_plants,3301080000,0,NL
999,"Hyacint, bloembollen en - knollen",Hyacinth flower bulbs and tubers,flowers_ornamental_plants,3301080000,0,NL
970,"Hyacint, overige bloemkwekerijgewassen",Hyacinth other flower nursery crops,flowers_ornamental_plants,3301080000,0,NL
1033,Igniscum Candy,Igniscum Candy,igniscum_candy,3304020100,0,NL
6801,Schouwpad,Inspection path,non_productive_landscape_elements,3310000000,0,NL
974,"Iris, droogbloemen",Iris dried flowers,goldenrod,3301082200,0,NL
973,"Iris, overige bloemkwekerijgewassen",Iris other flower nursery crops,goldenrod,3301082200,0,NL
1052,"Iris, Rhizoomvormend",Iris Rhizomatous,iris,3301082300,0,NL
1051,"Iris, Bolvormend",Iris Spherical,iris,3301082300,0,NL
1000,"Iris, bloembollen en -knollen","Iris, flower bulbs and tubers",iris,3301082300,0,NL
2640,Geïsoleerde boom (anders dan knotboom),Isolated tree (other than pollarded tree),tree_wood_forest,3306000000,0,NL
3512,Italiaans raaigras,Italian ryegrass,lolium_ryegrass,3301090205,0,NL
6754,"Italiaans raaigras, graszaad","Italian ryegrass, grass seed",lolium_ryegrass,3301090205,0,NL
6755,"Italiaans raaigras, groenbemesting, vanggewas","Italian ryegrass, green manure, catch crop",lolium_ryegrass,3301090205,0,NL
670,Japanse haver,Japanese oats,oats,3301010500,0,NL
7138,Palmkool,kale,kale,3301210208,0,NL
2715,"Boerenkool, productie",Kale production,kale,3301210208,0,NL
2716,"Boerenkool, zaden en opkweekmateriaal",Kale seeds and propagation material,kale,3301210208,0,NL
2627,Knotboom,Knotted tree,tree_wood_forest,3306000000,0,NL
2644,"Knotboom, geïsoleerde boom","Knotted tree, isolated tree",tree_wood_forest,3306000000,0,NL
2643,"Knotboom, bomen in rij","Knotted tree, trees in a row",tree_wood_forest,3306000000,0,NL
2739,"Koolrabi, productie",Kohlrabi production,kohlrabi,3301210209,0,NL
2740,"Koolrabi, zaden en opkweekmateriaal","Kohlrabi, seeds and propagation material",kohlrabi,3301210209,0,NL
637,Vrouwenmantel,lady's mantle,alchemilla_ladys_mantle,3301061202,0,NL
2638,"Landschapselement, overig","Landscape element, other",non_productive_landscape_elements,3310000000,0,NL
1029,"Lavas (Maggiplant), zaden en opkweekmateriaal","Lavas (Maggiplant), seeds and growing material",lovage_maggiplant,3301061221,0,NL
2801,"Prei, zomer, productie",Leek summer production,leek,3301220300,0,NL
2802,"Prei, zomer, zaden en opkweekmateriaal",Leek summer seeds and propagation material,leek,3301220300,0,NL
2799,"Prei, winter, productie",Leek winter production,leek,3301220300,0,NL
2800,"Prei, winter, zaden en opkweekmateriaal",Leek winter seeds and propagation material,leek,3301220300,0,NL
2749,"Prei, productie","Leek, production",leek,3301220300,0,NL
2750,"Prei, zaden en opkweekmateriaal","Leek, seeds and propagation material",leek,3301220300,0,NL
6767,Linzen,lentils,lentils,3301020500,0,NL
2767,"Sla, ijsberg-, productie",Lettuce iceberg production,iceberg,3301310400,0,NL
2768,"Sla, ijsberg-, zaden en opkweekmateriaal",Lettuce iceberg seeds and propagation material,iceberg,3301310400,0,NL
2771,"Sla, overig, productie","Lettuce, other, production",salads_lettuce_leaf_vegetables,3301310000,0,NL
2772,"Sla, overig, zaden en opkweekmateriaal","Lettuce, other, seeds and growing material",salads_lettuce_leaf_vegetables,3301310000,0,NL
2769,"Sla, radicchio rosso, productie","Lettuce, radicchio rosso, production",salads_lettuce_leaf_vegetables,3301310000,0,NL
2770,"Sla, radicchio rosso, zaden en opkweekmateriaal","Lettuce, radicchio rosso, seeds and growing material",salads_lettuce_leaf_vegetables,3301310000,0,NL
6795,"Liatris, bloembollen en -knollen","Liatris, flower bulbs and tubers",flowers_ornamental_plants,3301080000,0,NL
6797,"Liatris, overige bloemkwekerijgewassen","Liatris, other flower nursery crops",flowers_ornamental_plants,3301080000,0,NL
1002,"Lelie, bloembollen en -knollen",Lily flower bulbs and tubers,lilies,3301082500,0,NL
979,"Lelie, overige bloemkwekerijgewassen",Lily other flower nursery crops,lilies,3301082500,0,NL
980,"Lelie, droogbloemen","Lily, dried flowers",lilies,3301082500,0,NL
,Lijnzaad niet van vezelvlas (olievlas),Linseed not from fiber flax (oil flax),flax_linseed_oil,3301060702,0,NL
1028,"Lavas (Maggiplant), productie",Lovage (Maggiplant) production,lovage_maggiplant,3301061221,0,NL
258,Luzerne,Lucerne,alfalfa_lucerne,3301090301,0,NL
663,"Lupinen, niet bittere",Lupins not bitter,sweet_lupins,3301020700,0,NL
663,"Lupinen, niet bittere-","Lupins, not bitter-",sweet_lupins,3301020700,0,NL
652,Meekrap,Madder,rubia_tinctorum_common_madder,3301061231,0,NL
2779,"Stamsperziebonen (=stamslabonen), productie",Main green beans (= main green beans) production,beans,3301020100,0,NL
,"Stamsperziebonen (=stamslabonen), zaden en opkweekmateriaal",Main green beans (= main green beans) seeds and propagation material,beans,3301020100,0,NL
259,"Mais, snij-",maize cut,green_silo_maize,3301090400,0,NL
259,"Maïs, snij-",maize cut,green_silo_maize,3301090400,0,NL
1032,Goudsbloem,Marigold,calendula_marigold,3301061210,0,NL
3501,Beemdlangbloem,meadow fescue,festuca_fescue,3301090202,0,NL
6746,"Beemdlangbloem, graszaad","Meadow fescue, grass seed",festuca_fescue,3301090202,0,NL
6788,"Veldbeemdgras, graszaad","Meadow grass, grass seed",pasture_meadow_grassland_grass,3302000000,0,NL
6789,"Veldbeemdgras, groenbemesting, vanggewas","Meadow grass, green manure, catch crop",plants_harvested_green,3301090000,0,NL
2733,"Meloen, productie","Melon, production",melon,3301140300,0,NL
2734,"Meloen, zaden en opkweekmateriaal","Melon, seeds and propagation material",melon,3301140300,0,NL
660,Gierst,Millet,millet_sorghum,3301010900,0,NL
516,Miscanthus (olifantsgras),Miscanthus (elephant grass),miscanthus_silvergrass,3301083000,0,NL
516,Miscanthus (olifantsgras) ,Miscanthus (elephant grass) ,miscanthus_silvergrass,3301083000,0,NL
6636,Naakte haver,Naked oats,oats,3301010500,0,NL
982,"Narcis, overige bloemkwekerijgewassen",Narcissus other flower nursery crops,narcissus_daffodil,3301083300,0,NL
983,"Narcis, droogbloemen","Narcissus, dried flowers",narcissus_daffodil,3301083300,0,NL
335,Natuurterreinen (incl. heide),Natural areas (incl. heath),environmental_protection,3311000000,0,NL
2302,Natuurlijk grasland (begraasd) met beperkte landbouwact.,Natural grassland (grazed) with limited agricultural act.,pasture_meadow_grassland_grass,3302000000,0,NL
2301,Natuurlijk grasland met hoofdfunctie landbouw,Natural grassland with main function agriculture,pasture_meadow_grassland_grass,3302000000,0,NL
,"Grasland, natuurlijk. Areaal met een natuurbeheertype dat overwegend voor landbouwactiviteiten-GLB wordt gebruikt",Natural grassland. Area with a nature management type that is predominantly used for agricultural activities under the CAP (Common Agricultural Policy),pasture_meadow_grassland_grass,3302000000,0,NL
2634,Natuurvriendelijke oever,Nature-friendly bank,environmental_protection,3311000000,0,NL
1035,Naaldaar (Setaria),Needle (Setaria),setaria,3301090206,0,NL
654,Brandnetel,Nettle,nettles,3301061225,0,NL
3806,"Boomkwekerijgewassen en vaste planten, open grond","Nursery crops and perennials, open ground",nurseries_nursery,3303070000,0,NL
294,"Boomkwekerijgewassen en vaste planten, pot- en containerveld","Nursery crops and perennials, pot and container field",nurseries_nursery,3303070000,0,NL
2645,Notenbomen,Nut trees,nuts,3303030000,0,NL
238,Haver,Oats,oats,3301010500,0,NL
238,Haver ,Oats,oats,3301010500,0,NL
7124,"Raapzaad, winter",Oilseed rape winter,winter_rapeseed_rape,3301060401,0,NL
,Uien poot en plant eerstejaars,Onions leg and plant first year,onions,3301220400,0,NL
,Uien poot en plant tweedejaars,Onions leg and plant second year,onions,3301220400,0,NL
1932,"Uien, poot en plant, 1e jaars",Onions seed and plant first year,onions,3301220400,0,NL
1933,"Uien, poot en plant, 2e jaars",Onions seed and plant second year,onions,3301220400,0,NL
263,"Uien, zilver-",onions silver,onions,3301220400,0,NL
262,"Uien, zaai-",onions sowing,onions,3301220400,0,NL
6664,"Uien, rode zaai-","Onions, red seed",onions,3301220400,0,NL
1931,"Uien, poot en plant (incl. sjalotten)","Onions, seed and plant (incl. shallots)",onions,3301220400,0,NL
1931,"Uien, poot- en plant- (incl. sjalotten)","Onions, seed and plant (incl. shallots)",onions,3301220400,0,NL
1932,"Uien, poot en plant, 1e jaars ","Onions, seed and planting, 1st year ",onions,3301220400,0,NL
1933,"Uien, poot en plant, 2e jaars ","Onions, seed and planting, 2nd year ",onions,3301220400,0,NL
6660,"Uien, gele zaai-","Onions, yellow seed",onions,3301220400,0,NL
1074,"Sierconiferen, open grond",Ornamental conifers open ground,other_tree_wood_forest,3306990000,10,NL
,"Sierconiferen, open grond,",Ornamental conifers open ground,flowers_ornamental_plants,3301080000,0,NL
1088,"Sierconiferen, pot- en containerveld",Ornamental conifers pot and container field,other_tree_wood_forest,3306990000,10,NL
,"Sierconiferen, pot- en containerveld,",Ornamental conifers pot and container field,flowers_ornamental_plants,3301080000,10,NL
1012,"Sierui, bloembollen en -knollen",Ornamental onions flower bulbs and tubers,flowers_ornamental_plants,3301080000,0,NL
1010,"Sierui, overige bloemkwekerijgewassen",Ornamental onions other flower nursery crops,flowers_ornamental_plants,3301080000,0,NL
1089,"Sierheesters en klimplanten, pot- en containerveld",Ornamental shrubs and climbing plants pot and container field,shrubberries_shrubs,3303080000,10,NL
,"Sierheesters en klimplanten, pot- en containerveld,",Ornamental shrubs and climbing plants pot and container field,flowers_ornamental_plants,3301080000,10,NL
1075,"Sierheesters en klimplanten, open grond",Ornamental shrubs and creepers open ground,shrubberries_shrubs,3303080000,0,NL
,"Sierheesters en klimplanten, open grond,",Ornamental shrubs and creepers open ground,flowers_ornamental_plants,3301080000,10,NL
1925,Overige akkerbouwgewassen,Other arable crops,arable_crops,3301000000,0,NL
1927,Overige akkerbouwgewassen,Other arable crops,arable_crops,3301000000,0,NL
6769,Overig klaverzaad,Other clover seeds,clover,3301090303,0,NL
1006,"Overige bloemen, bloembollen en -knollen",Other flowers bulbs and tubers,flowers_ornamental_plants,3301080000,0,NL
992,"Overige bloemen, droogbloemen",Other flowers dried flowers,flowers_ornamental_plants,3301080000,0,NL
991,"Overige bloemen, overige bloemkwekerijgewassen",Other flowers other flower nursery crops,nurseries_nursery,3303070000,0,NL
2652,"Granen, overig",Other grains,cereal,3301010000,0,NL
661,Overige granen,Other grains,cereal,3301010000,0,NL
7126,"Overige gras, groenbemesting, vanggewas",Other grass green manure catch crop,plants_harvested_green,3301090000,0,NL
6768,Overig graszaad,Other grass seed,temporary_grass,3301090100,0,NL
7125,"Overige groenbemesters, niet-vlinderbloemige-, niet zijnde gras",Other green manure crops other than grass,plants_harvested_green,3301090000,0,NL
426,"Overige groenbemesters, vlinderbloemige- ","Other green manure crops, leguminous ",unspecified_legumes_harvested_green,3301090398,0,NL
,"Overige groenbemesters, vlinderbloemige-",Other green manures leguminous plants,unspecified_legumes_harvested_green,3301090398,0,NL
426,"Overige groenbemesters, vlinderbloemige-","Other green manures, leguminous-",unspecified_legumes_harvested_green,3301090398,0,NL
7125,"Overige groenbemesters, niet-vlinderbloemige-, ni*","Other green manures, non-flowered, ni*",plants_harvested_green,3301090000,0,NL
427,"Overige groenbemesters, niet-vlinderbloemige-","Other green manures, non-leguminous",plants_harvested_green,3301090000,0,NL
2636,Overig landschapselement,Other landscape element,non_productive_landscape_elements,3310000000,0,NL
2791,"Overige niet genoemde bladgewassen, productie",Other leaf crops not mentioned production,salads_lettuce_leaf_vegetables,3301310000,0,NL
,"Overige niet genoemde bladgewassen, zaden en opkweekmateriaa","Other leaf crops, seeds and propagation material not mentioned",salads_lettuce_leaf_vegetables,3301310000,0,NL
2303,Overige natuurterreinen,Other nature areas,environmental_protection,3311000000,0,NL
3722,Overige natuurterreinen,Other nature areas,environmental_protection,3311000000,0,NL
,"Overige niet genoemde bladgewassen, zaden en opkweekmateriaal",Other not mentioned leaf crops seeds and propagation material,salads_lettuce_leaf_vegetables,3301310000,0,NL
2792,"Overige niet genoemde bladgewassen, zaden en opkw*","Other not mentioned leafy crops, seeds and cultivation*",salads_lettuce_leaf_vegetables,3301310000,0,NL
1100,"Overige pit- en steenvruchten (zoals perziken, ta*",Other pome and stone fruits (such as peaches table grapes),orchards_fruits,3303010000,0,NL
,"Overige pit- en steenvruchten (zoals perziken, tafeldruiven)",Other pome and stone fruits (such as peaches table grapes),orchards_fruits,3303010000,0,NL
1874,"Overig kleinfruit (zoals kruisbessen, kiwi's)",Other small fruit (such as gooseberries kiwis),orchards_fruits,3303010000,0,NL
2793,"Overige niet genoemde groenten, productie",Other vegetables not mentioned production,fresh_vegetables,3301070000,0,NL
,"Overige niet genoemde groenten, zaden en opkweekmateriaal",Other vegetables seeds and propagation material not mentioned,fresh_vegetables,3301070000,0,NL
2794,"Overige niet genoemde groenten, zaden en opkweekm*","Other vegetables, seeds and growing media not mentioned*",fresh_vegetables,3301070000,0,NL
2746,"Paksoi, zaden en opkweekmateriaal","Pak choi, seeds and propagation material",bok_choy_pak_choi,3301210201,0,NL
1053,"Palmen, pot- en containervelden",Palms pot and container fields,other_tree_wood_forest,3306990000,10,NL
1037,"Peterselie, productie",Parsley production,parsley,3301061227,0,NL
1036,Wortelpeterselie,parsley root,parsley,3301061227,0,NL
1038,"Peterselie, zaden en opkweekmateriaal","Parsley, seeds and growing material",parsley,3301061227,0,NL
1023,"Pastinaak, productie",Parsnip production,parsnips,3301290500,0,NL
1024,"Pastinaak, zaden en opkweekmateriaal",Parsnips seeds and propagation material,parsnips,3301290500,0,NL
1097,Peren. Aangeplant lopende seizoen.,pears. Planted current season.,pears,3303011200,0,NL
1098,Peren. Aangeplant voorafgaande aan lopende seizoe*,pears. Planted prior to current season.,pears,3303011200,0,NL
,Peren. Aangeplant voorafgaande aan lopende seizoen.,pears. Planted prior to current season.,pears,3303011200,0,NL
308,Erwten (droog te oogsten),Peas (to harvest dry),peas,3301020600,0,NL
244,"Erwten, groene/gele (groen te oogsten)",Peas green/yellow (green to be harvested),peas,3301020600,0,NL
244,"Erwten, groene/gele, groen te oogsten",Peas green/yellow (green to be harvested),peas,3301020600,0,NL
2650,Erwten inclusief schokkers (droog te oogsten),Peas including shockers (harvest dry),peas,3301020600,0,NL
239,"Erwten, groene, droog te oogsten (geen conserven)","Peas, green, dry harvest (no canned)",peas,3301020600,0,NL
2747,"Peulen, productie","Peas, production",peas,3301020600,0,NL
2748,"Peulen, zaden en opkweekmateriaal","Peas, seeds and growing material",peas,3301020600,0,NL
1026,"Pioenroos, droogbloemen",Peony dried flowers,peony_peonies,3301083400,0,NL
1025,"Pioenroos, overige bloemkwekerijgewassen",Peony other flower nursery crops,peony_peonies,3301083400,0,NL
1054,"Pioenroos, vermeerdering",Peony propagation,peony_peonies,3301083400,0,NL
1027,"Pioenroos, bloembollen en -knollen","Peony, flower bulbs and tubers",peony_peonies,3301083400,0,NL
3506,Engels raaigras,perennial ryegrass,lolium_ryegrass,3301090205,0,NL
6751,"Engels raaigras, groenbemesting, vanggewas","Perennial ryegrass, green manure, catch crop",lolium_ryegrass,3301090205,0,NL
1080,"Vaste planten, open grond",Perennials open ground,permanent_crops_perennial,3303000000,10,NL
,"Vaste planten, open grond,",Perennials open ground,permanent_crops_perennial,3303000000,0,NL
1094,"Vaste planten, pot- en containerteelt",Perennials pot and container cultivation,permanent_crops_perennial,3303000000,10,NL
,"Vaste planten, pot- en containerteelt,",Perennials pot and container cultivation,other_permanent_crops_plantations,3303990000,0,NL
2731,"Augurk, productie",Pickle production,cucumber_pickle,3301140100,0,NL
2732,"Augurk, zaden en opkweekmateriaal",Pickle seeds and propagation material,cucumber_pickle,3301140100,0,NL
6798,Perceel bedekt met gewasresten (mulching),Plot covered with crop residues (mulching),fallow_land_not_crop,3301110000,0,NL
1870,Pruimen,plums,plums,3303011300,0,NL
2775,"Spitskool, productie",pointed cabbage production,other_brassica_oleracea_cabbage,3301210299,0,NL
2776,"Spitskool, zaden en opkweekmateriaal",Pointed cabbage seeds and propagation material,other_brassica_oleracea_cabbage,3301210299,0,NL
2782,"Stoksnijbonen en stokslabonen, zaden en opkweekma*","Pole beans and French beans, seeds and growing materials*",beans,3301020100,0,NL
2620,Poel en klein historisch water,Pond and small historic water,wetlands,3310400000,0,NL
,Papaver,Poppy,poppy,3301060600,0,NL
1044,Papaver (klaproos),Poppy,poppy,3301060600,0,NL
247,Blauwmaanzaad,Poppy seeds,poppy,3301060600,0,NL
1928,"Aardappelrassen, poot- op kleigrond","Potato varieties, seed on clay soil",potatoes,3301030000,0,NL
1929,"Aardappelrassen, poot- op zand-/veengrond","Potato varieties, seed on sandy/peat soil",potatoes,3301030000,0,NL
2025,"Aardappelen, bestrijdingsmaatregel AM",Potatoes AM . control measure,potatoes,3301030000,0,NL
2014,"Aardappelen, consumptie",Potatoes consumption,potatoes,3301030000,0,NL
2016,"Aardappelen, poot TBM",Potatoes seed TBM,potatoes,3301030000,0,NL
2015,"Aardappelen, poot NAK",Potatoes seen NAK,potatoes,3301030000,0,NL
2017,"Aardappelen, zetmeel",Potatoes starch,potatoes,3301030000,0,NL
1911,"Aardappelen, cons. op kleigrond (vroeg, loofver voor 15-07)","Potatoes, cons. on clay soil (early, leaves before 15-07)",early_season_potatoes,3301030100,0,NL
1912,"Aardappelen, cons. op zand/veen (vroeg, loofver voor 15-07)","Potatoes, cons. on sand/peat (early, leaves before 15-07)",early_season_potatoes,3301030100,0,NL
1909,"Aardappelen, consumptie- op kleigrond","Potatoes, consumption on clay soil",potatoes,3301030000,0,NL
2951,"Aardappelen, consumptie op klei/lössgrond","Potatoes, consumption on clay/loess soil",potatoes,3301030000,0,NL
,"Aardappelen, consumptie op klei/lssgrond","Potatoes, consumption on clay/lss soil",potatoes,3301030000,0,NL
1910,"Aardappelen, consumptie- op zand-/veengrond","Potatoes, consumption on sandy/peat soil",potatoes,3301030000,0,NL
2025,"Aardappelen, bestrijdingsmaatregel AM ","Potatoes, pest control measure AM",potatoes,3301030000,0,NL
1926,"Aardappelen, poot op klei, uitgroeiteelt (loofver na 15-08)","Potatoes, plant on clay, outgrowth (leaves after 15-08)",late_season_potatoes,3301030200,0,NL
1927,"Aardappelen, poot op zand/veen, uitgroei (loofver na 15-08)","Potatoes, plant on clay, outgrowth (leaves after 15-08)",late_season_potatoes,3301030200,0,NL
,"Aardappelen, poot op klei/lössgrond","Potatoes, plant on clay/loess soil",potatoes,3301030000,0,NL
3730,"Aardappelen, poot op klei/lössgrond (NAK)","Potatoes, plant on clay/loess soil (NAK)",potatoes,3301030000,0,NL
,"Aardappelen, poot op zand/veengrond","Potatoes, plant on sand/peat soil",potatoes,3301030000,0,NL
,"Aardappelen, poot op klei/lssgrond (NAK)","Potatoes, seed on clay/lss soil (NAK)",potatoes,3301030000,0,NL
3731,"Aardappelen, poot op zand/veengrond (NAK)","Potatoes, seed on sand/peat soil (NAK)",potatoes,3301030000,0,NL
3792,"Aardappelen, consumptie op zand/veengrond","potatoes, starch",potatoes,3301030000,0,NL
1934,"Aardappelen, zetmeel-","Potatoes, starch",potatoes,3301030000,0,NL
2017,"Aardappelen, zetmeel ","Potatoes, starch",potatoes,3301030000,0,NL
3732,"Aardappelen, zetmeel (incl. TBM-pootgoed)","Potatoes, starch (incl. TBM seed potatoes)",potatoes,3301030000,0,NL
859,"Aardappelen, zetmeel geleverd aan buitenland","Potatoes, starch delivered abroad",potatoes,3301030000,0,NL
1935,"Aardappelen, zetmeel- TBM pootgoed","Potatoes, starch TBM seed potatoes",potatoes,3301030000,0,NL
2735,"Pompoen, productie",Pumpkin production,pumpkin_squash_gourd,3301140400,0,NL
2736,"Pompoen, zaden en opkweekmateriaal",Pumpkin seeds and propagation material,pumpkin_squash_gourd,3301140400,0,NL
1022,Quinoa,Quinoa,quinoa,3301150300,0,NL
2757,"Radijs, productie",Radish production,radish,3301290600,0,NL
2758,"Radijs, zaden en opkweekmateriaal",Radish seeds and propagation material,radish,3301290600,0,NL
,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit blij","Rand, adjacent to arable land, mainly consisting of glad",field_margins_buffer_strips_flowering_areas,3310100000,4,NL
664,Raapzaad,Rapeseed,rapeseed_rape,3301060400,0,NL
1923,"Koolzaad, zomer (incl. boterzaad)",Rapeseed summer (incl. butter seed),spring_rapeseed_rape,3301060402,0,NL
1923,"Koolzaad, zomer (ook boterzaad)",Rapeseed summer (incl. butter seed),spring_rapeseed_rape,3301060402,0,NL
1922,"Koolzaad, winter (incl. boterzaad)",Rapeseed winter (incl. butter seed),winter_rapeseed_rape,3301060401,0,NL
1922,"Koolzaad, winter (ook boterzaad)",Rapeseed winter (incl. butter seed),winter_rapeseed_rape,3301060401,0,NL
1923,"Koolzaad, zomer (incl. boterzaad) ","Rapeseed, summer (including butter seed)",spring_rapeseed_rape,3301060402,0,NL
2326,Frambozen,Raspberries,raspberry_raspberries,3303021000,0,NL
2759,"Rodekool, productie",Red cabbage production,red_cabbage,3301210210,0,NL
2760,"Rodekool, zaden en opkweekmateriaal",Red cabbage seeds and propagation material,red_cabbage,3301210210,0,NL
3808,Roodzwenkgras,red fescue,festuca_fescue,3301090202,0,NL
6784,"Roodzwenkgras, graszaad","Red fescue, grass seed",festuca_fescue,3301090202,0,NL
6785,"Roodzwenkgras, groenbemesting, vanggewas","Red fescue, green manure, catch crop",festuca_fescue,3301090202,0,NL
6522,Riet,reed,wetland_buffers,3310700000,0,NL
7127,Rietland,Reed bed,wetlands,3310400000,0,NL
2633,Rietzoom en klein rietperceel,Reed border and small reed plot,wetland_buffers,3310700000,0,NL
3516,Rietzwenkgras,reed fescue,festuca_fescue,3301090202,0,NL
3805,"Rietzwenkgras, industriegras",Reed fescue industrial grass,festuca_fescue,3301090202,0,NL
3807,"Rietzwenkgras, anders dan voor industriegras",Reed fescue other than for industrial grass,festuca_fescue,3301090202,0,NL
6782,"Rietzwenkgras, graszaad","Reed fescue, grass seed",festuca_fescue,3301090202,0,NL
7135,Riet in een subsidiabele sloot,Reeds in a subsidized ditch,ditches,3310500000,0,NL
7134,"Riet in water, anders dan een subsidiabele sloot","Reeds in water, other than a subsidized ditch",wetlands,3310400000,0,NL
2755,"Rabarber, productie",Rhubarb production,rhubarb,3301230000,0,NL
2756,"Rabarber, zaden en opkweekmateriaal",Rhubarb seeds and propagation material,rhubarb,3301230000,0,NL
671,Raketblad (aaltjesvanggewas),Rocket leaf (nematode catch crop),rocket_arugula,3301310600,0,NL
,"Rozenstruiken (incl, zaailingen en onderstammen), open grond,",Rose bushes (incl seedlings and rootstocks) open ground,roses,3301083700,10,NL
